id,order_id,meal_id
3928,2014,195
3929,2015,220
3930,2016,321
3931,2016,328
3932,2016,325
3933,2017,99
3934,2017,100
3935,2017,102
3936,2017,100
3937,2018,136
3938,2018,145
3939,2019,193
3940,2019,192
3941,2020,125
3942,2020,126
3943,2020,123
3944,2021,7
3945,2023,245
3946,2024,44
3947,2025,336
3948,2025,334
3949,2025,330
3950,2026,182
3951,2027,80
3952,2028,143
3953,2029,155
3954,2029,154
3955,2030,187
3956,2030,176
3957,2030,184
3958,2030,177
3959,2031,134
3960,2032,116
3961,2032,111
3962,2033,298
3963,2033,291
3964,2033,293
3965,2033,287
3966,2033,290
3967,2034,198
3968,2034,201
3969,2035,75
3970,2037,284
3971,2037,293
3972,2037,286
3973,2039,281
3974,2040,349
3975,2040,338
3976,2040,337
3977,2041,265
3978,2041,268
3979,2041,264
3980,2042,58
3981,2043,299
3982,2043,307
3983,2044,37
3984,2045,25
3985,2045,24
3986,2045,22
3987,2046,11
3988,2046,18
3989,2047,39
3990,2047,51
3991,2048,226
3992,2048,237
3993,2048,232
3994,2048,229
3995,2048,227
3996,2049,11
3997,2049,14
3998,2049,21
3999,2050,253
4000,2050,257
4001,2051,20
4002,2051,15
4003,2051,17
4004,2052,15
4005,2053,90
4006,2054,15
4007,2054,21
4008,2054,11
4009,2055,80
4010,2056,273
4011,2056,267
4012,2058,284
4013,2059,220
4014,2059,218
4015,2060,292
4016,2060,294
4017,2061,89
4018,2061,87
4019,2061,95
4020,2062,56
4021,2062,56
4022,2062,55
4023,2063,286
4024,2063,288
4025,2064,100
4026,2064,108
4027,2064,105
4028,2067,54
4029,2068,170
4030,2068,169
4031,2069,341
4032,2069,341
4033,2071,41
4034,2071,51
4035,2072,85
4036,2072,93
4037,2072,89
4038,2072,94
4039,2073,207
4040,2074,59
4041,2075,332
4042,2077,11
4043,2079,36
4044,2079,36
4045,2079,30
4046,2080,116
4047,2081,187
4048,2081,185
4049,2081,189
4050,2081,184
4051,2082,267
4052,2083,10
4053,2083,2
4054,2083,1
4055,2084,108
4056,2084,107
4057,2084,103
4058,2084,98
4059,2086,103
4060,2086,102
4061,2090,341
4062,2090,347
4063,2092,33
4064,2092,38
4065,2093,144
4066,2093,137
4067,2093,136
4068,2094,58
4069,2094,54
4070,2094,54
4071,2095,294
4072,2095,297
4073,2095,298
4074,2096,348
4075,2096,347
4076,2096,341
4077,2096,347
4078,2097,10
4079,2097,8
4080,2097,4
4081,2097,3
4082,2098,215
4083,2098,225
4084,2099,281
4085,2100,131
4086,2101,57
4087,2102,250
4088,2103,208
4089,2103,207
4090,2104,173
4091,2105,48
4092,2105,47
4093,2105,46
4094,2108,124
4095,2109,72
4096,2110,174
4097,2110,167
4098,2110,166
4099,2111,159
4100,2112,218
4101,2113,52
4102,2113,55
4103,2114,276
4104,2117,163
4105,2118,136
4106,2119,303
4107,2120,50
4108,2121,322
4109,2121,321
4110,2121,321
4111,2121,322
4112,2121,327
4113,2122,342
4114,2122,348
4115,2123,118
4116,2123,113
4117,2123,120
4118,2123,116
4119,2124,115
4120,2124,112
4121,2124,111
4122,2125,257
4123,2125,253
4124,2126,24
4125,2127,26
4126,2127,27
4127,2127,22
4128,2127,27
4129,2128,281
4130,2130,67
4131,2130,74
4132,2132,119
4133,2132,109
4134,2133,341
4135,2133,347
4136,2133,346
4137,2134,25
4138,2134,22
4139,2135,54
4140,2135,58
4141,2135,57
4142,2136,259
4143,2136,262
4144,2137,315
4145,2137,319
4146,2137,319
4147,2138,41
4148,2138,47
4149,2139,243
4150,2139,249
4151,2139,252
4152,2139,243
4153,2140,270
4154,2140,263
4155,2140,263
4156,2140,264
4157,2141,332
4158,2141,331
4159,2141,332
4160,2141,336
4161,2142,314
4162,2142,314
4163,2142,316
4164,2143,230
4165,2144,77
4166,2145,260
4167,2145,261
4168,2146,304
4169,2147,208
4170,2147,207
4171,2148,23
4172,2148,27
4173,2148,24
4174,2149,111
4175,2149,116
4176,2149,115
4177,2150,245
4178,2150,247
4179,2150,239
4180,2151,111
4181,2152,27
4182,2153,70
4183,2153,60
4184,2154,305
4185,2154,299
4186,2154,309
4187,2154,302
4188,2155,329
4189,2155,327
4190,2156,194
4191,2156,191
4192,2157,217
4193,2157,216
4194,2159,76
4195,2159,84
4196,2159,79
4197,2161,201
4198,2161,196
4199,2162,19
4200,2162,18
4201,2162,20
4202,2162,11
4203,2162,11
4204,2163,201
4205,2164,194
4206,2165,199
4207,2165,203
4208,2166,282
4209,2166,277
4210,2166,277
4211,2167,348
4212,2167,348
4213,2167,339
4214,2168,10
4215,2168,7
4216,2168,7
4217,2169,138
4218,2169,136
4219,2169,145
4220,2170,248
4221,2171,327
4222,2172,337
4223,2173,333
4224,2173,336
4225,2173,336
4226,2173,332
4227,2174,271
4228,2174,270
4229,2174,265
4230,2175,311
4231,2177,311
4232,2177,314
4233,2177,312
4234,2177,311
4235,2177,315
4236,2178,272
4237,2178,265
4238,2179,165
4239,2179,165
4240,2180,234
4241,2181,83
4242,2181,82
4243,2181,82
4244,2182,246
4245,2183,151
4246,2183,157
4247,2184,258
4248,2184,260
4249,2184,254
4250,2185,91
4251,2185,88
4252,2185,87
4253,2186,221
4254,2186,216
4255,2186,224
4256,2186,217
4257,2187,311
4258,2188,142
4259,2189,333
4260,2189,331
4261,2189,331
4262,2190,237
4263,2191,154
4264,2192,251
4265,2192,244
4266,2192,239
4267,2192,240
4268,2195,233
4269,2195,234
4270,2196,332
4271,2196,331
4272,2197,86
4273,2197,88
4274,2197,93
4275,2198,257
4276,2199,293
4277,2199,296
4278,2199,289
4279,2199,294
4280,2199,296
4281,2200,308
4282,2200,307
4283,2200,309
4284,2201,53
4285,2203,218
4286,2203,222
4287,2204,345
4288,2204,345
4289,2204,344
4290,2205,203
4291,2206,35
4292,2206,31
4293,2207,254
4294,2208,80
4295,2208,78
4296,2209,34
4297,2210,253
4298,2210,253
4299,2210,253
4300,2210,258
4301,2211,14
4302,2211,21
4303,2211,15
4304,2211,20
4305,2211,13
4306,2212,269
4307,2213,219
4308,2213,221
4309,2214,64
4310,2214,71
4311,2215,115
4312,2215,113
4313,2215,113
4314,2215,111
4315,2215,113
4316,2216,88
4317,2216,85
4318,2217,151
4319,2218,323
4320,2218,328
4321,2219,73
4322,2219,61
4323,2219,68
4324,2222,300
4325,2223,63
4326,2223,71
4327,2223,63
4328,2223,73
4329,2224,21
4330,2224,12
4331,2225,333
4332,2226,52
4333,2227,54
4334,2227,57
4335,2227,52
4336,2227,58
4337,2227,55
4338,2228,12
4339,2228,14
4340,2230,87
4341,2230,92
4342,2230,89
4343,2231,13
4344,2231,18
4345,2231,11
4346,2232,190
4347,2233,289
4348,2233,286
4349,2233,296
4350,2233,287
4351,2234,37
4352,2234,32
4353,2234,38
4354,2236,336
4355,2237,256
4356,2237,261
4357,2237,254
4358,2237,261
4359,2237,255
4360,2238,165
4361,2240,35
4362,2240,36
4363,2240,31
4364,2241,256
4365,2243,301
4366,2243,306
4367,2244,276
4368,2245,340
4369,2245,350
4370,2246,201
4371,2246,202
4372,2247,185
4373,2247,178
4374,2247,179
4375,2247,184
4376,2248,249
4377,2248,243
4378,2248,242
4379,2249,279
4380,2249,280
4381,2250,236
4382,2250,231
4383,2250,228
4384,2250,228
4385,2250,231
4386,2251,138
4387,2251,141
4388,2251,138
4389,2253,75
4390,2253,83
4391,2254,327
4392,2254,320
4393,2254,326
4394,2255,8
4395,2255,8
4396,2255,10
4397,2256,161
4398,2256,158
4399,2256,154
4400,2256,149
4401,2257,298
4402,2257,284
4403,2258,211
4404,2258,212
4405,2258,213
4406,2259,166
4407,2259,163
4408,2260,342
4409,2260,338
4410,2261,285
4411,2261,295
4412,2262,134
4413,2262,127
4414,2263,279
4415,2263,274
4416,2264,29
4417,2264,35
4418,2264,38
4419,2264,36
4420,2266,310
4421,2266,300
4422,2266,302
4423,2267,191
4424,2267,201
4425,2267,190
4426,2268,135
4427,2269,183
4428,2270,345
4429,2270,338
4430,2272,38
4431,2272,32
4432,2273,336
4433,2273,336
4434,2274,80
4435,2276,49
4436,2277,159
4437,2277,147
4438,2278,297
4439,2279,95
4440,2279,86
4441,2279,94
4442,2280,41
4443,2280,43
4444,2280,45
4445,2280,40
4446,2280,40
4447,2281,239
4448,2281,242
4449,2282,70
4450,2282,70
4451,2282,69
4452,2283,167
4453,2283,168
4454,2284,231
4455,2285,220
4456,2285,219
4457,2286,211
4458,2287,78
4459,2287,82
4460,2288,27
4461,2290,270
4462,2291,184
4463,2291,188
4464,2291,178
4465,2291,185
4466,2291,181
4467,2292,301
4468,2293,112
4469,2293,109
4470,2294,242
4471,2294,252
4472,2294,241
4473,2295,206
4474,2295,211
4475,2296,220
4476,2296,217
4477,2298,93
4478,2299,329
4479,2299,329
4480,2301,238
4481,2301,237
4482,2301,235
4483,2301,235
4484,2302,165
4485,2304,48
4486,2305,323
4487,2305,322
4488,2305,321
4489,2305,321
4490,2306,234
4491,2306,228
4492,2306,238
4493,2307,101
4494,2307,96
4495,2308,64
4496,2309,187
4497,2310,234
4498,2310,234
4499,2310,229
4500,2310,228
4501,2311,8
4502,2311,2
4503,2311,2
4504,2313,56
4505,2313,58
4506,2314,47
4507,2315,231
4508,2316,262
4509,2316,254
4510,2316,255
4511,2317,99
4512,2317,107
4513,2318,47
4514,2319,58
4515,2319,52
4516,2320,172
4517,2321,243
4518,2321,248
4519,2321,246
4520,2321,239
4521,2322,247
4522,2323,287
4523,2323,285
4524,2325,313
4525,2326,271
4526,2326,267
4527,2326,267
4528,2327,287
4529,2327,285
4530,2328,6
4531,2329,309
4532,2329,306
4533,2330,7
4534,2330,4
4535,2330,3
4536,2330,9
4537,2331,14
4538,2331,14
4539,2331,21
4540,2331,21
4541,2332,276
4542,2332,283
4543,2332,283
4544,2332,277
4545,2332,275
4546,2333,46
4547,2333,48
4548,2334,223
4549,2334,223
4550,2335,139
4551,2335,143
4552,2335,143
4553,2337,325
4554,2337,329
4555,2337,326
4556,2337,321
4557,2338,332
4558,2338,332
4559,2338,331
4560,2338,336
4561,2339,57
4562,2339,55
4563,2340,53
4564,2340,55
4565,2341,79
4566,2341,76
4567,2342,130
4568,2342,125
4569,2343,48
4570,2343,50
4571,2343,43
4572,2343,46
4573,2344,10
4574,2344,2
4575,2344,2
4576,2344,4
4577,2345,331
4578,2345,331
4579,2345,334
4580,2345,333
4581,2346,191
4582,2346,193
4583,2346,193
4584,2347,16
4585,2347,19
4586,2347,20
4587,2347,13
4588,2347,20
4589,2349,142
4590,2349,141
4591,2350,235
4592,2352,7
4593,2353,245
4594,2353,241
4595,2354,22
4596,2354,23
4597,2355,336
4598,2355,330
4599,2356,34
4600,2356,28
4601,2357,255
4602,2357,260
4603,2357,262
4604,2358,135
4605,2358,129
4606,2359,97
4607,2359,105
4608,2359,97
4609,2359,101
4610,2359,100
4611,2360,51
4612,2360,49
4613,2361,205
4614,2361,212
4615,2362,323
4616,2362,328
4617,2363,261
4618,2363,255
4619,2364,239
4620,2364,244
4621,2364,251
4622,2366,226
4623,2367,274
4624,2369,140
4625,2370,302
4626,2370,302
4627,2371,207
4628,2371,211
4629,2371,208
4630,2371,207
4631,2371,214
4632,2372,133
4633,2373,4
4634,2373,9
4635,2374,20
4636,2375,236
4637,2376,149
4638,2377,119
4639,2377,116
4640,2377,119
4641,2377,111
4642,2377,121
4643,2383,50
4644,2384,268
4645,2384,269
4646,2385,5
4647,2385,8
4648,2386,27
4649,2386,27
4650,2387,223
4651,2387,219
4652,2387,216
4653,2388,323
4654,2388,323
4655,2388,320
4656,2388,325
4657,2389,107
4658,2390,339
4659,2390,341
4660,2390,343
4661,2391,45
4662,2391,50
4663,2391,51
4664,2394,6
4665,2394,7
4666,2395,8
4667,2395,1
4668,2395,10
4669,2395,3
4670,2396,261
4671,2396,258
4672,2396,255
4673,2397,39
4674,2397,39
4675,2398,75
4676,2398,84
4677,2398,83
4678,2398,84
4679,2399,143
4680,2399,138
4681,2400,311
4682,2401,333
4683,2403,326
4684,2404,23
4685,2404,22
4686,2404,24
4687,2404,23
4688,2404,22
4689,2405,53
4690,2405,58
4691,2405,56
4692,2405,57
4693,2406,251
4694,2406,248
4695,2407,93
4696,2408,98
4697,2408,101
4698,2409,84
4699,2409,78
4700,2409,83
4701,2409,78
4702,2410,177
4703,2410,181
4704,2410,178
4705,2410,182
4706,2411,253
4707,2412,33
4708,2412,37
4709,2412,31
4710,2414,82
4711,2414,79
4712,2415,282
4713,2416,146
4714,2416,141
4715,2417,198
4716,2417,193
4717,2417,190
4718,2419,251
4719,2419,251
4720,2419,243
4721,2420,211
4722,2421,25
4723,2421,24
4724,2422,159
4725,2422,155
4726,2424,306
4727,2426,278
4728,2426,275
4729,2427,306
4730,2427,310
4731,2428,325
4732,2429,324
4733,2429,320
4734,2430,332
4735,2430,334
4736,2431,79
4737,2432,45
4738,2432,43
4739,2433,255
4740,2433,257
4741,2433,254
4742,2433,261
4743,2433,262
4744,2434,182
4745,2434,181
4746,2435,143
4747,2438,145
4748,2439,323
4749,2440,303
4750,2440,299
4751,2440,304
4752,2441,77
4753,2441,83
4754,2441,76
4755,2442,202
4756,2443,181
4757,2443,176
4758,2443,189
4759,2444,325
4760,2445,311
4761,2445,316
4762,2445,314
4763,2445,315
4764,2445,313
4765,2446,164
4766,2446,173
4767,2446,165
4768,2447,19
4769,2447,20
4770,2448,230
4771,2449,53
4772,2450,289
4773,2451,142
4774,2451,146
4775,2451,139
4776,2452,106
4777,2452,96
4778,2452,108
4779,2452,103
4780,2454,246
4781,2454,248
4782,2455,336
4783,2457,204
4784,2457,192
4785,2460,45
4786,2460,42
4787,2460,39
4788,2461,259
4789,2461,259
4790,2461,257
4791,2462,211
4792,2463,321
4793,2463,328
4794,2463,323
4795,2463,326
4796,2464,55
4797,2465,274
4798,2466,153
4799,2467,312
4800,2468,143
4801,2468,143
4802,2468,144
4803,2469,313
4804,2469,314
4805,2469,316
4806,2470,57
4807,2471,211
4808,2472,69
4809,2473,255
4810,2473,254
4811,2473,261
4812,2474,212
4813,2474,211
4814,2476,179
4815,2476,187
4816,2478,313
4817,2478,316
4818,2479,127
4819,2479,135
4820,2481,20
4821,2481,11
4822,2482,264
4823,2482,271
4824,2483,196
4825,2483,190
4826,2484,27
4827,2485,2
4828,2485,2
4829,2486,247
4830,2486,245
4831,2486,246
4832,2486,241
4833,2487,232
4834,2488,139
4835,2488,140
4836,2488,138
4837,2488,136
4838,2489,181
4839,2489,186
4840,2489,181
4841,2489,178
4842,2491,92
4843,2491,87
4844,2491,89
4845,2491,94
4846,2492,299
4847,2493,162
4848,2493,155
4849,2494,15
4850,2495,336
4851,2495,330
4852,2495,334
4853,2495,330
4854,2495,333
4855,2496,25
4856,2496,26
4857,2496,27
4858,2496,26
4859,2496,25
4860,2498,162
4861,2498,156
4862,2499,215
4863,2500,23
4864,2500,26
4865,2501,241
4866,2501,252
4867,2502,349
4868,2502,349
4869,2503,77
4870,2503,83
4871,2503,81
4872,2503,79
4873,2504,318
4874,2504,312
4875,2504,318
4876,2505,95
4877,2505,87
4878,2505,89
4879,2506,57
4880,2506,56
4881,2507,286
4882,2508,231
4883,2508,234
4884,2508,230
4885,2508,228
4886,2509,224
4887,2509,222
4888,2510,330
4889,2511,38
4890,2511,34
4891,2512,27
4892,2512,25
4893,2513,249
4894,2514,224
4895,2514,224
4896,2514,220
4897,2515,241
4898,2515,244
4899,2515,243
4900,2515,244
4901,2516,224
4902,2516,215
4903,2517,303
4904,2517,307
4905,2517,310
4906,2517,302
4907,2517,306
4908,2518,51
4909,2518,40
4910,2520,268
4911,2520,264
4912,2521,34
4913,2521,37
4914,2521,28
4915,2521,28
4916,2522,46
4917,2522,50
4918,2523,38
4919,2523,37
4920,2524,141
4921,2525,350
4922,2525,345
4923,2525,340
4924,2526,260
4925,2526,253
4926,2526,255
4927,2528,182
4928,2529,252
4929,2530,214
4930,2531,102
4931,2531,104
4932,2532,56
4933,2532,55
4934,2532,52
4935,2532,54
4936,2533,270
4937,2533,266
4938,2534,201
4939,2534,203
4940,2535,217
4941,2535,217
4942,2535,221
4943,2535,219
4944,2536,212
4945,2536,212
4946,2536,209
4947,2538,47
4948,2538,39
4949,2538,42
4950,2538,45
4951,2539,20
4952,2539,21
4953,2539,17
4954,2540,84
4955,2540,79
4956,2541,198
4957,2542,342
4958,2542,345
4959,2542,339
4960,2545,265
4961,2546,5
4962,2546,3
4963,2547,3
4964,2547,3
4965,2547,10
4966,2548,3
4967,2548,5
4968,2549,49
4969,2550,200
4970,2551,192
4971,2552,55
4972,2552,53
4973,2553,4
4974,2554,23
4975,2554,23
4976,2554,24
4977,2554,22
4978,2554,22
4979,2555,220
4980,2555,223
4981,2556,57
4982,2556,58
4983,2557,342
4984,2558,54
4985,2558,57
4986,2559,67
4987,2560,133
4988,2560,131
4989,2561,305
4990,2561,303
4991,2562,53
4992,2562,52
4993,2562,52
4994,2564,45
4995,2564,46
4996,2565,58
4997,2565,54
4998,2566,198
4999,2566,197
5000,2566,191
5001,2566,191
5002,2567,172
5003,2567,171
5004,2568,100
5005,2568,96
5006,2569,292
5007,2569,296
5008,2570,43
5009,2571,31
5010,2572,58
5011,2572,57
5012,2572,57
5013,2573,323
5014,2575,139
5015,2575,144
5016,2576,68
5017,2576,59
5018,2576,68
5019,2576,69
5020,2577,349
5021,2577,337
5022,2577,349
5023,2578,179
5024,2578,178
5025,2578,185
5026,2579,187
5027,2580,141
5028,2580,146
5029,2581,335
5030,2581,336
5031,2581,333
5032,2583,345
5033,2584,20
5034,2584,16
5035,2585,292
5036,2585,295
5037,2586,68
5038,2586,68
5039,2586,59
5040,2586,73
5041,2587,257
5042,2588,190
5043,2588,194
5044,2589,141
5045,2589,143
5046,2589,143
5047,2589,146
5048,2590,64
5049,2591,348
5050,2591,339
5051,2592,239
5052,2592,245
5053,2593,22
5054,2594,91
5055,2595,332
5056,2595,334
5057,2595,333
5058,2596,71
5059,2596,71
5060,2596,68
5061,2596,62
5062,2597,119
5063,2597,117
5064,2597,118
5065,2600,94
5066,2600,87
5067,2600,95
5068,2600,94
5069,2600,85
5070,2601,141
5071,2601,143
5072,2602,186
5073,2603,87
5074,2603,92
5075,2604,214
5076,2606,338
5077,2606,349
5078,2607,344
5079,2608,311
5080,2609,1
5081,2611,324
5082,2611,326
5083,2612,249
5084,2613,248
5085,2614,346
5086,2614,337
5087,2614,348
5088,2614,341
5089,2615,2
5090,2616,318
5091,2616,315
5092,2616,317
5093,2617,326
5094,2617,325
5095,2617,321
5096,2617,324
5097,2618,341
5098,2618,343
5099,2618,344
5100,2619,228
5101,2620,265
5102,2620,264
5103,2620,264
5104,2621,171
5105,2621,164
5106,2622,241
5107,2623,212
5108,2623,212
5109,2623,205
5110,2623,213
5111,2624,191
5112,2624,201
5113,2625,189
5114,2625,176
5115,2626,22
5116,2626,27
5117,2626,24
5118,2626,27
5119,2626,25
5120,2627,343
5121,2628,224
5122,2628,219
5123,2628,223
5124,2631,221
5125,2631,216
5126,2632,344
5127,2632,342
5128,2632,339
5129,2633,27
5130,2633,27
5131,2633,26
5132,2633,23
5133,2634,322
5134,2634,329
5135,2634,325
5136,2634,320
5137,2635,145
5138,2635,145
5139,2635,143
5140,2635,142
5141,2635,144
5142,2637,239
5143,2637,252
5144,2637,249
5145,2638,350
5146,2640,267
5147,2640,265
5148,2641,208
5149,2641,205
5150,2641,208
5151,2643,37
5152,2643,32
5153,2643,37
5154,2643,28
5155,2644,115
5156,2645,228
5157,2646,304
5158,2646,308
5159,2646,307
5160,2647,307
5161,2647,303
5162,2648,24
5163,2648,26
5164,2649,103
5165,2649,104
5166,2649,98
5167,2649,102
5168,2650,319
5169,2651,121
5170,2651,120
5171,2651,112
5172,2651,115
5173,2653,296
5174,2654,91
5175,2654,93
5176,2655,187
5177,2656,182
5178,2657,206
5179,2659,56
5180,2659,53
5181,2660,48
5182,2660,46
5183,2660,47
5184,2660,41
5185,2662,309
5186,2663,19
5187,2663,19
5188,2664,327
5189,2664,327
5190,2664,323
5191,2664,325
5192,2664,328
5193,2665,105
5194,2665,108
5195,2665,105
5196,2667,67
5197,2667,60
5198,2668,166
5199,2668,166
5200,2670,115
5201,2671,118
5202,2671,115
5203,2671,113
5204,2671,119
5205,2671,120
5206,2673,347
5207,2674,264
5208,2674,265
5209,2674,272
5210,2675,124
5211,2676,106
5212,2676,97
5213,2676,97
5214,2676,103
5215,2676,98
5216,2677,112
5217,2677,121
5218,2681,197
5219,2681,197
5220,2682,324
5221,2683,9
5222,2683,10
5223,2683,5
5224,2686,155
5225,2686,148
5226,2687,188
5227,2687,179
5228,2687,186
5229,2688,260
5230,2688,262
5231,2688,255
5232,2690,150
5233,2690,154
5234,2691,104
5235,2691,102
5236,2691,103
5237,2692,24
5238,2692,26
5239,2692,26
5240,2692,24
5241,2693,169
5242,2694,54
5243,2694,53
5244,2695,336
5245,2696,196
5246,2696,191
5247,2696,195
5248,2696,201
5249,2696,190
5250,2697,31
5251,2697,34
5252,2699,23
5253,2699,23
5254,2700,58
5255,2700,57
5256,2701,283
5257,2701,276
5258,2701,283
5259,2701,274
5260,2703,146
5261,2703,146
5262,2703,144
5263,2705,345
5264,2705,347
5265,2706,328
5266,2707,220
5267,2708,79
5268,2709,256
5269,2711,106
5270,2712,323
5271,2712,323
5272,2712,321
5273,2713,136
5274,2714,206
5275,2714,205
5276,2714,210
5277,2714,205
5278,2714,214
5279,2717,140
5280,2718,134
5281,2719,227
5282,2719,232
5283,2719,234
5284,2720,171
5285,2720,164
5286,2720,171
5287,2720,172
5288,2720,171
5289,2721,265
5290,2721,271
5291,2722,32
5292,2722,35
5293,2722,32
5294,2722,33
5295,2723,76
5296,2725,324
5297,2725,324
5298,2725,322
5299,2726,146
5300,2726,142
5301,2726,136
5302,2728,18
5303,2728,17
5304,2729,130
5305,2730,260
5306,2730,253
5307,2730,253
5308,2730,255
5309,2730,254
5310,2731,110
5311,2732,253
5312,2733,199
5313,2733,192
5314,2733,190
5315,2734,30
5316,2734,37
5317,2734,38
5318,2735,314
5319,2736,203
5320,2737,128
5321,2737,128
5322,2738,238
5323,2740,330
5324,2740,334
5325,2741,262
5326,2741,259
5327,2742,190
5328,2742,202
5329,2743,350
5330,2743,344
5331,2743,348
5332,2743,346
5333,2744,52
5334,2744,55
5335,2744,57
5336,2745,213
5337,2745,205
5338,2745,205
5339,2746,115
5340,2746,119
5341,2747,285
5342,2748,237
5343,2748,235
5344,2748,238
5345,2748,227
5346,2748,237
5347,2749,252
5348,2750,215
5349,2750,219
5350,2750,223
5351,2751,260
5352,2753,299
5353,2753,310
5354,2753,309
5355,2753,307
5356,2754,33
5357,2754,38
5358,2754,37
5359,2755,303
5360,2755,308
5361,2756,231
5362,2756,230
5363,2757,2
5364,2757,8
5365,2758,237
5366,2758,231
5367,2758,235
5368,2759,339
5369,2759,341
5370,2760,312
5371,2761,307
5372,2761,302
5373,2761,299
5374,2762,143
5375,2764,313
5376,2764,312
5377,2764,313
5378,2765,344
5379,2765,340
5380,2765,340
5381,2766,217
5382,2767,332
5383,2768,345
5384,2768,349
5385,2768,350
5386,2769,324
5387,2770,24
5388,2770,23
5389,2770,22
5390,2770,23
5391,2771,141
5392,2771,145
5393,2772,118
5394,2772,110
5395,2773,295
5396,2773,290
5397,2774,37
5398,2775,126
5399,2776,137
5400,2777,345
5401,2777,338
5402,2778,69
5403,2778,60
5404,2779,204
5405,2779,198
5406,2780,27
5407,2780,25
5408,2780,26
5409,2781,139
5410,2781,136
5411,2781,137
5412,2781,140
5413,2781,145
5414,2782,207
5415,2782,210
5416,2783,71
5417,2783,64
5418,2783,67
5419,2784,161
5420,2784,149
5421,2785,335
5422,2786,18
5423,2786,15
5424,2786,19
5425,2786,14
5426,2786,19
5427,2788,233
5428,2788,231
5429,2788,230
5430,2789,269
5431,2789,270
5432,2790,208
5433,2790,214
5434,2791,59
5435,2791,74
5436,2792,283
5437,2793,20
5438,2793,16
5439,2793,20
5440,2793,14
5441,2794,336
5442,2794,334
5443,2797,259
5444,2797,261
5445,2798,69
5446,2799,126
5447,2799,132
5448,2799,122
5449,2799,134
5450,2799,129
5451,2801,195
5452,2802,20
5453,2802,21
5454,2802,18
5455,2802,20
5456,2804,292
5457,2804,288
5458,2806,261
5459,2807,224
5460,2808,186
5461,2808,176
5462,2809,211
5463,2810,151
5464,2810,152
5465,2810,162
5466,2810,152
5467,2811,201
5468,2812,8
5469,2812,9
5470,2813,26
5471,2813,27
5472,2813,24
5473,2813,24
5474,2813,26
5475,2814,298
5476,2814,285
5477,2816,102
5478,2818,108
5479,2818,100
5480,2819,15
5481,2819,11
5482,2819,16
5483,2820,56
5484,2820,58
5485,2821,31
5486,2822,205
5487,2823,152
5488,2823,148
5489,2824,64
5490,2824,67
5491,2824,59
5492,2824,68
5493,2825,25
5494,2826,231
5495,2827,21
5496,2827,11
5497,2827,20
5498,2828,67
5499,2828,59
5500,2828,68
5501,2828,60
5502,2829,347
5503,2829,346
5504,2829,349
5505,2830,309
5506,2831,99
5507,2832,1
5508,2832,8
5509,2832,8
5510,2833,98
5511,2833,99
5512,2833,106
5513,2834,225
5514,2835,100
5515,2837,22
5516,2837,23
5517,2837,26
5518,2838,213
5519,2839,137
5520,2840,54
5521,2840,52
5522,2840,54
5523,2840,53
5524,2841,290
5525,2842,14
5526,2843,37
5527,2844,326
5528,2844,327
5529,2844,328
5530,2845,304
5531,2845,307
5532,2846,73
5533,2848,4
5534,2848,2
5535,2848,4
5536,2848,8
5537,2848,4
5538,2849,127
5539,2849,123
5540,2849,123
5541,2849,124
5542,2850,284
5543,2850,291
5544,2851,188
5545,2851,179
5546,2851,182
5547,2851,176
5548,2851,184
5549,2852,298
5550,2853,6
5551,2853,3
5552,2854,132
5553,2854,125
5554,2854,131
5555,2855,125
5556,2855,133
5557,2856,141
5558,2857,195
5559,2857,196
5560,2857,192
5561,2857,198
5562,2858,267
5563,2858,267
5564,2858,263
5565,2859,152
5566,2859,160
5567,2859,155
5568,2860,99
5569,2861,264
5570,2862,87
5571,2863,191
5572,2863,202
5573,2864,273
5574,2864,272
5575,2865,176
5576,2866,318
5577,2866,311
5578,2867,302
5579,2869,256
5580,2869,262
5581,2870,208
5582,2870,205
5583,2870,213
5584,2871,201
5585,2872,257
5586,2873,209
5587,2873,211
5588,2874,57
5589,2875,133
5590,2875,126
5591,2875,130
5592,2875,124
5593,2876,9
5594,2876,3
5595,2876,9
5596,2877,96
5597,2878,168
5598,2878,165
5599,2878,170
5600,2878,165
5601,2878,167
5602,2880,346
5603,2880,345
5604,2880,350
5605,2882,39
5606,2882,51
5607,2884,189
5608,2884,181
5609,2884,189
5610,2884,188
5611,2884,181
5612,2885,28
5613,2885,34
5614,2885,37
5615,2885,37
5616,2887,165
5617,2887,175
5618,2888,229
5619,2888,226
5620,2888,229
5621,2889,114
5622,2889,110
5623,2890,282
5624,2892,208
5625,2892,209
5626,2892,206
5627,2892,206
5628,2893,95
5629,2894,26
5630,2894,26
5631,2894,23
5632,2895,192
5633,2895,195
5634,2896,250
5635,2896,239
5636,2897,322
5637,2897,328
5638,2897,321
5639,2898,122
5640,2899,53
5641,2899,56
5642,2900,108
5643,2900,101
5644,2901,17
5645,2901,19
5646,2901,20
5647,2902,2
5648,2902,3
5649,2902,7
5650,2903,24
5651,2903,25
5652,2903,22
5653,2903,24
5654,2903,24
5655,2904,75
5656,2904,77
5657,2904,81
5658,2905,29
5659,2905,36
5660,2906,334
5661,2907,126
5662,2908,316
5663,2908,319
5664,2909,234
5665,2909,226
5666,2909,229
5667,2910,304
5668,2910,303
5669,2911,222
5670,2911,223
5671,2912,121
5672,2912,110
5673,2913,119
5674,2914,123
5675,2914,123
